,application_date,segment,case_count,day
51619,2017-05-13,1,0.0,5
51620,2017-05-14,1,0.0,6
51621,2017-05-15,1,0.0,0
51622,2017-05-16,1,0.0,1
51623,2017-05-17,1,0.0,2
51624,2017-05-18,1,0.0,3
51625,2017-05-19,1,1.0,4
51626,2017-05-20,1,2.0,5
51627,2017-05-21,1,0.0,6
51628,2017-05-22,1,1.0,0
51629,2017-05-23,1,0.0,1
51630,2017-05-24,1,2.0,2
51631,2017-05-25,1,1.0,3
51632,2017-05-26,1,2.0,4
51633,2017-05-27,1,2.0,5
51634,2017-05-28,1,0.0,6
51635,2017-05-29,1,2.0,0
51636,2017-05-30,1,2.0,1
51637,2017-05-31,1,18.0,2
51638,2017-06-01,1,0.0,3
51639,2017-06-02,1,1.0,4
51640,2017-06-03,1,1.0,5
51641,2017-06-04,1,3.0,6
51642,2017-06-05,1,4.0,0
51643,2017-06-06,1,1.0,1
51644,2017-06-07,1,2.0,2
51645,2017-06-08,1,2.0,3
51646,2017-06-09,1,4.0,4
51647,2017-06-10,1,1.0,5
51648,2017-06-11,1,0.0,6
51649,2017-06-12,1,0.0,0
51650,2017-06-13,1,0.0,1
51651,2017-06-14,1,0.0,2
51652,2017-06-15,1,4.0,3
51653,2017-06-16,1,6.0,4
51654,2017-06-17,1,5.0,5
51655,2017-06-18,1,0.0,6
51656,2017-06-19,1,8.0,0
51657,2017-06-20,1,7.0,1
51658,2017-06-21,1,8.0,2
51659,2017-06-22,1,8.0,3
51660,2017-06-23,1,7.0,4
51661,2017-06-24,1,5.0,5
51662,2017-06-25,1,3.0,6
51663,2017-06-26,1,8.0,0
51664,2017-06-27,1,9.0,1
51665,2017-06-28,1,8.0,2
51666,2017-06-29,1,8.0,3
51667,2017-06-30,1,19.0,4
51668,2017-07-01,1,4.0,5
51669,2017-07-02,1,0.0,6
51670,2017-07-05,1,3.0,2
51671,2017-07-06,1,2.0,3
51672,2017-07-07,1,2.0,4
51673,2017-07-10,1,4.0,0
51674,2017-07-11,1,2.0,1
51675,2017-07-12,1,5.0,2
51676,2017-07-13,1,6.0,3
51677,2017-07-14,1,6.0,4
51678,2017-07-15,1,8.0,5
51679,2017-07-16,1,0.0,6
51680,2017-07-17,1,6.0,0
51681,2017-07-18,1,3.0,1
51682,2017-07-19,1,5.0,2
51683,2017-07-20,1,5.0,3
51684,2017-07-21,1,4.0,4
51685,2017-07-22,1,2.0,5
51686,2017-07-23,1,0.0,6
51687,2017-07-24,1,7.0,0
51688,2017-07-25,1,6.0,1
51689,2017-07-26,1,4.0,2
51690,2017-07-27,1,6.0,3
51691,2017-07-28,1,3.0,4
51692,2017-07-29,1,3.0,5
51693,2017-07-30,1,2.0,6
51694,2017-07-31,1,48.0,0
51695,2017-08-01,1,7.0,1
51696,2017-08-03,1,0.0,3
51697,2017-08-04,1,0.0,4
51698,2017-08-05,1,0.0,5
51699,2017-08-06,1,0.0,6
51700,2017-08-07,1,3.0,0
51701,2017-08-08,1,9.0,1
51702,2017-08-09,1,4.0,2
51703,2017-08-10,1,4.0,3
51704,2017-08-11,1,4.0,4
51705,2017-08-12,1,9.0,5
51706,2017-08-13,1,10.0,6
51707,2017-08-14,1,21.0,0
51708,2017-08-15,1,25.0,1
51709,2017-08-16,1,5.0,2
51710,2017-08-17,1,8.0,3
51711,2017-08-18,1,6.0,4
51712,2017-08-19,1,4.0,5
51713,2017-08-20,1,5.0,6
51714,2017-08-21,1,9.0,0
51715,2017-08-22,1,11.0,1
51716,2017-08-23,1,9.0,2
51717,2017-08-24,1,18.0,3
51718,2017-08-25,1,19.0,4
51719,2017-08-26,1,16.0,5
51720,2017-08-27,1,4.0,6
51721,2017-08-28,1,12.0,0
51722,2017-08-29,1,6.0,1
51723,2017-08-30,1,3.0,2
51724,2017-08-31,1,59.0,3
51725,2017-09-04,1,0.0,0
51726,2017-09-05,1,2.0,1
51727,2017-09-07,1,0.0,3
51728,2017-09-08,1,7.0,4
51729,2017-09-09,1,5.0,5
51730,2017-09-10,1,1.0,6
51731,2017-09-11,1,8.0,0
51732,2017-09-12,1,5.0,1
51733,2017-09-13,1,8.0,2
51734,2017-09-14,1,16.0,3
51735,2017-09-15,1,13.0,4
51736,2017-09-16,1,22.0,5
51737,2017-09-17,1,7.0,6
51738,2017-09-18,1,13.0,0
51739,2017-09-19,1,23.0,1
51740,2017-09-20,1,26.0,2
51741,2017-09-21,1,25.0,3
51742,2017-09-22,1,22.0,4
51743,2017-09-23,1,21.0,5
51744,2017-09-24,1,17.0,6
51745,2017-09-25,1,20.0,0
51746,2017-09-26,1,26.0,1
51747,2017-09-27,1,29.0,2
51748,2017-09-28,1,31.0,3
51749,2017-09-29,1,36.0,4
51750,2017-09-30,1,148.0,5
51751,2017-10-01,1,8.0,6
51752,2017-10-02,1,0.0,0
51753,2017-10-03,1,0.0,1
51754,2017-10-04,1,1.0,2
51755,2017-10-05,1,2.0,3
51756,2017-10-06,1,0.0,4
51757,2017-10-07,1,4.0,5
51758,2017-10-08,1,3.0,6
51759,2017-10-09,1,15.0,0
51760,2017-10-10,1,9.0,1
51761,2017-10-11,1,7.0,2
51762,2017-10-12,1,22.0,3
51763,2017-10-13,1,28.0,4
51764,2017-10-14,1,37.0,5
51765,2017-10-15,1,33.0,6
51766,2017-10-16,1,40.0,0
51767,2017-10-17,1,34.0,1
51768,2017-10-18,1,39.0,2
51769,2017-10-19,1,51.0,3
51770,2017-10-20,1,18.0,4
51771,2017-10-21,1,2.0,5
51772,2017-10-22,1,0.0,6
51773,2017-10-23,1,9.0,0
51774,2017-10-24,1,18.0,1
51775,2017-10-25,1,17.0,2
51776,2017-10-26,1,28.0,3
51777,2017-10-27,1,24.0,4
51778,2017-10-28,1,23.0,5
51779,2017-10-29,1,4.0,6
51780,2017-10-30,1,40.0,0
51781,2017-10-31,1,142.0,1
51782,2017-11-01,1,1.0,2
51783,2017-11-02,1,0.0,3
51784,2017-11-03,1,0.0,4
51785,2017-11-04,1,0.0,5
51786,2017-11-05,1,0.0,6
51787,2017-11-06,1,0.0,0
51788,2017-11-07,1,1.0,1
51789,2017-11-08,1,8.0,2
51790,2017-11-09,1,11.0,3
51791,2017-11-10,1,9.0,4
51792,2017-11-11,1,16.0,5
51793,2017-11-12,1,2.0,6
51794,2017-11-13,1,15.0,0
51795,2017-11-14,1,13.0,1
51796,2017-11-15,1,15.0,2
51797,2017-11-16,1,17.0,3
51798,2017-11-17,1,8.0,4
51799,2017-11-18,1,9.0,5
51800,2017-11-19,1,19.0,6
51801,2017-11-20,1,0.0,0
51802,2017-11-21,1,11.0,1
51803,2017-11-22,1,16.0,2
51804,2017-11-23,1,17.0,3
51805,2017-11-24,1,19.0,4
51806,2017-11-25,1,4.0,5
51807,2017-11-26,1,0.0,6
51808,2017-11-27,1,22.0,0
51809,2017-11-28,1,19.0,1
51810,2017-11-29,1,19.0,2
51811,2017-11-30,1,43.0,3
51812,2017-12-01,1,0.0,4
51813,2017-12-02,1,0.0,5
51814,2017-12-03,1,2.0,6
51815,2017-12-04,1,10.0,0
51816,2017-12-05,1,6.0,1
51817,2017-12-06,1,9.0,2
51818,2017-12-07,1,10.0,3
51819,2017-12-08,1,12.0,4
51820,2017-12-09,1,6.0,5
51821,2017-12-10,1,0.0,6
51822,2017-12-11,1,15.0,0
51823,2017-12-12,1,18.0,1
51824,2017-12-13,1,12.0,2
51825,2017-12-14,1,15.0,3
51826,2017-12-15,1,18.0,4
51827,2017-12-16,1,16.0,5
51828,2017-12-17,1,1.0,6
51829,2017-12-18,1,12.0,0
51830,2017-12-19,1,14.0,1
51831,2017-12-20,1,11.0,2
51832,2017-12-21,1,12.0,3
51833,2017-12-22,1,15.0,4
51834,2017-12-23,1,6.0,5
51835,2017-12-24,1,1.0,6
51836,2017-12-25,1,13.0,0
51837,2017-12-26,1,16.0,1
51838,2017-12-27,1,13.0,2
51839,2017-12-28,1,20.0,3
51840,2017-12-29,1,11.0,4
51841,2017-12-30,1,21.0,5
51842,2017-12-31,1,62.0,6
51843,2018-01-01,1,4.0,0
51844,2018-01-02,1,0.0,1
51845,2018-01-03,1,0.0,2
51846,2018-01-04,1,0.0,3
51847,2018-01-05,1,4.0,4
51848,2018-01-06,1,5.0,5
51849,2018-01-08,1,0.0,0
51850,2018-01-09,1,27.0,1
51851,2018-01-10,1,13.0,2
51852,2018-01-11,1,16.0,3
51853,2018-01-12,1,22.0,4
51854,2018-01-13,1,18.0,5
51855,2018-01-14,1,1.0,6
51856,2018-01-15,1,22.0,0
51857,2018-01-16,1,19.0,1
51858,2018-01-17,1,13.0,2
51859,2018-01-18,1,20.0,3
51860,2018-01-19,1,23.0,4
51861,2018-01-20,1,17.0,5
51862,2018-01-21,1,3.0,6
51863,2018-01-22,1,22.0,0
51864,2018-01-23,1,14.0,1
51865,2018-01-24,1,17.0,2
51866,2018-01-25,1,8.0,3
51867,2018-01-26,1,15.0,4
51868,2018-01-27,1,16.0,5
51869,2018-01-28,1,1.0,6
51870,2018-01-29,1,18.0,0
51871,2018-01-30,1,15.0,1
51872,2018-01-31,1,39.0,2
51873,2018-02-01,1,0.0,3
51874,2018-02-02,1,0.0,4
51875,2018-02-03,1,0.0,5
51876,2018-02-05,1,18.0,0
51877,2018-02-06,1,12.0,1
51878,2018-02-07,1,11.0,2
51879,2018-02-08,1,16.0,3
51880,2018-02-09,1,15.0,4
51881,2018-02-10,1,9.0,5
51882,2018-02-11,1,0.0,6
51883,2018-02-12,1,17.0,0
51884,2018-02-13,1,25.0,1
51885,2018-02-14,1,14.0,2
51886,2018-02-15,1,14.0,3
51887,2018-02-16,1,13.0,4
51888,2018-02-17,1,6.0,5
51889,2018-02-18,1,0.0,6
51890,2018-02-19,1,11.0,0
51891,2018-02-20,1,18.0,1
51892,2018-02-21,1,16.0,2
51893,2018-02-22,1,17.0,3
51894,2018-02-23,1,10.0,4
51895,2018-02-24,1,11.0,5
51896,2018-02-25,1,0.0,6
51897,2018-02-26,1,18.0,0
51898,2018-02-27,1,23.0,1
51899,2018-02-28,1,52.0,2
51900,2018-03-01,1,0.0,3
51901,2018-03-03,1,0.0,5
51902,2018-03-05,1,25.0,0
51903,2018-03-06,1,23.0,1
51904,2018-03-07,1,19.0,2
51905,2018-03-08,1,25.0,3
51906,2018-03-09,1,18.0,4
51907,2018-03-10,1,25.0,5
51908,2018-03-11,1,0.0,6
51909,2018-03-12,1,19.0,0
51910,2018-03-13,1,13.0,1
51911,2018-03-14,1,22.0,2
51912,2018-03-15,1,22.0,3
51913,2018-03-16,1,11.0,4
51914,2018-03-17,1,19.0,5
51915,2018-03-18,1,9.0,6
51916,2018-03-19,1,19.0,0
51917,2018-03-20,1,13.0,1
51918,2018-03-21,1,15.0,2
51919,2018-03-22,1,25.0,3
51920,2018-03-23,1,29.0,4
51921,2018-03-24,1,31.0,5
51922,2018-03-25,1,10.0,6
51923,2018-03-26,1,23.0,0
51924,2018-03-27,1,18.0,1
51925,2018-03-28,1,11.0,2
51926,2018-03-29,1,17.0,3
51927,2018-03-30,1,20.0,4
51928,2018-03-31,1,104.0,5
51929,2018-04-01,1,0.0,6
51930,2018-04-02,1,0.0,0
51931,2018-04-03,1,0.0,1
51932,2018-04-04,1,0.0,2
51933,2018-04-05,1,1.0,3
51934,2018-04-06,1,0.0,4
51935,2018-04-07,1,0.0,5
51936,2018-04-08,1,2.0,6
51937,2018-04-09,1,26.0,0
51938,2018-04-10,1,0.0,1
51939,2018-04-11,1,10.0,2
51940,2018-04-12,1,14.0,3
51941,2018-04-13,1,16.0,4
51942,2018-04-14,1,18.0,5
51943,2018-04-15,1,3.0,6
51944,2018-04-16,1,16.0,0
51945,2018-04-17,1,23.0,1
51946,2018-04-18,1,30.0,2
51947,2018-04-19,1,21.0,3
51948,2018-04-20,1,12.0,4
51949,2018-04-21,1,17.0,5
51950,2018-04-22,1,2.0,6
51951,2018-04-23,1,18.0,0
51952,2018-04-24,1,18.0,1
51953,2018-04-25,1,16.0,2
51954,2018-04-26,1,19.0,3
51955,2018-04-27,1,11.0,4
51956,2018-04-28,1,13.0,5
51957,2018-04-29,1,3.0,6
51958,2018-04-30,1,43.0,0
51959,2018-05-01,1,0.0,1
51960,2018-05-02,1,12.0,2
51961,2018-05-03,1,10.0,3
51962,2018-05-04,1,10.0,4
51963,2018-05-05,1,9.0,5
51964,2018-05-06,1,2.0,6
51965,2018-05-07,1,17.0,0
51966,2018-05-08,1,16.0,1
51967,2018-05-09,1,17.0,2
51968,2018-05-10,1,14.0,3
51969,2018-05-11,1,16.0,4
51970,2018-05-12,1,9.0,5
51971,2018-05-13,1,0.0,6
51972,2018-05-14,1,15.0,0
51973,2018-05-15,1,18.0,1
51974,2018-05-16,1,20.0,2
51975,2018-05-17,1,19.0,3
51976,2018-05-18,1,20.0,4
51977,2018-05-19,1,14.0,5
51978,2018-05-20,1,1.0,6
51979,2018-05-21,1,15.0,0
51980,2018-05-22,1,29.0,1
51981,2018-05-23,1,19.0,2
51982,2018-05-24,1,13.0,3
51983,2018-05-25,1,20.0,4
51984,2018-05-26,1,12.0,5
51985,2018-05-27,1,0.0,6
51986,2018-05-28,1,11.0,0
51987,2018-05-29,1,15.0,1
51988,2018-05-30,1,13.0,2
51989,2018-05-31,1,26.0,3
51990,2018-06-01,1,1.0,4
51991,2018-06-02,1,15.0,5
51992,2018-06-03,1,0.0,6
51993,2018-06-04,1,18.0,0
51994,2018-06-05,1,19.0,1
51995,2018-06-06,1,21.0,2
51996,2018-06-07,1,26.0,3
51997,2018-06-08,1,18.0,4
51998,2018-06-09,1,13.0,5
51999,2018-06-10,1,0.0,6
52000,2018-06-11,1,20.0,0
52001,2018-06-12,1,13.0,1
52002,2018-06-13,1,16.0,2
52003,2018-06-14,1,27.0,3
52004,2018-06-15,1,25.0,4
52005,2018-06-16,1,13.0,5
52006,2018-06-17,1,4.0,6
52007,2018-06-18,1,15.0,0
52008,2018-06-19,1,16.0,1
52009,2018-06-20,1,21.0,2
52010,2018-06-21,1,17.0,3
52011,2018-06-22,1,11.0,4
52012,2018-06-23,1,5.0,5
52013,2018-06-24,1,1.0,6
52014,2018-06-25,1,9.0,0
52015,2018-06-26,1,3.0,1
52016,2018-06-27,1,20.0,2
52017,2018-06-28,1,22.0,3
52018,2018-06-29,1,21.0,4
52019,2018-06-30,1,17.0,5
52020,2018-07-01,1,0.0,6
52021,2018-07-02,1,12.0,0
52022,2018-07-03,1,11.0,1
52023,2018-07-04,1,10.0,2
52024,2018-07-05,1,13.0,3
52025,2018-07-06,1,17.0,4
52026,2018-07-07,1,11.0,5
52027,2018-07-08,1,1.0,6
52028,2018-07-09,1,24.0,0
52029,2018-07-10,1,18.0,1
52030,2018-07-11,1,17.0,2
52031,2018-07-12,1,13.0,3
52032,2018-07-13,1,20.0,4
52033,2018-07-14,1,14.0,5
52034,2018-07-15,1,0.0,6
52035,2018-07-16,1,18.0,0
52036,2018-07-17,1,16.0,1
52037,2018-07-18,1,16.0,2
52038,2018-07-19,1,14.0,3
52039,2018-07-20,1,17.0,4
52040,2018-07-21,1,9.0,5
52041,2018-07-22,1,0.0,6
52042,2018-07-23,1,18.0,0
52043,2018-07-24,1,19.0,1
52044,2018-07-25,1,14.0,2
52045,2018-07-26,1,16.0,3
52046,2018-07-27,1,21.0,4
52047,2018-07-28,1,12.0,5
52048,2018-07-29,1,0.0,6
52049,2018-07-30,1,17.0,0
52050,2018-07-31,1,33.0,1
52051,2018-08-01,1,21.0,2
52052,2018-08-02,1,0.0,3
52053,2018-08-03,1,26.0,4
52054,2018-08-04,1,18.0,5
52055,2018-08-05,1,0.0,6
52056,2018-08-06,1,21.0,0
52057,2018-08-07,1,19.0,1
52058,2018-08-08,1,20.0,2
52059,2018-08-09,1,19.0,3
52060,2018-08-10,1,28.0,4
52061,2018-08-11,1,12.0,5
52062,2018-08-12,1,5.0,6
52063,2018-08-13,1,23.0,0
52064,2018-08-14,1,37.0,1
52065,2018-08-15,1,29.0,2
52066,2018-08-16,1,20.0,3
52067,2018-08-17,1,23.0,4
52068,2018-08-18,1,16.0,5
52069,2018-08-19,1,4.0,6
52070,2018-08-20,1,23.0,0
52071,2018-08-21,1,21.0,1
52072,2018-08-22,1,14.0,2
52073,2018-08-23,1,25.0,3
52074,2018-08-24,1,30.0,4
52075,2018-08-25,1,27.0,5
52076,2018-08-26,1,13.0,6
52077,2018-08-27,1,17.0,0
52078,2018-08-28,1,20.0,1
52079,2018-08-29,1,27.0,2
52080,2018-08-30,1,22.0,3
52081,2018-08-31,1,41.0,4
52082,2018-09-01,1,3.0,5
52083,2018-09-02,1,0.0,6
52084,2018-09-03,1,28.0,0
52085,2018-09-04,1,12.0,1
52086,2018-09-05,1,18.0,2
52087,2018-09-06,1,21.0,3
52088,2018-09-07,1,15.0,4
52089,2018-09-08,1,22.0,5
52090,2018-09-09,1,0.0,6
52091,2018-09-10,1,28.0,0
52092,2018-09-11,1,29.0,1
52093,2018-09-12,1,33.0,2
52094,2018-09-13,1,28.0,3
52095,2018-09-14,1,19.0,4
52096,2018-09-15,1,16.0,5
52097,2018-09-16,1,2.0,6
52098,2018-09-17,1,26.0,0
52099,2018-09-18,1,30.0,1
52100,2018-09-19,1,17.0,2
52101,2018-09-20,1,30.0,3
52102,2018-09-21,1,27.0,4
52103,2018-09-22,1,24.0,5
52104,2018-09-23,1,3.0,6
52105,2018-09-24,1,30.0,0
52106,2018-09-25,1,22.0,1
52107,2018-09-26,1,12.0,2
52108,2018-09-27,1,20.0,3
52109,2018-09-28,1,20.0,4
52110,2018-09-29,1,16.0,5
52111,2018-09-30,1,18.0,6
52112,2018-10-01,1,22.0,0
52113,2018-10-02,1,0.0,1
52114,2018-10-03,1,24.0,2
52115,2018-10-04,1,24.0,3
52116,2018-10-05,1,18.0,4
52117,2018-10-06,1,13.0,5
52118,2018-10-07,1,6.0,6
52119,2018-10-08,1,37.0,0
52120,2018-10-09,1,37.0,1
52121,2018-10-10,1,56.0,2
52122,2018-10-11,1,28.0,3
52123,2018-10-12,1,47.0,4
52124,2018-10-13,1,46.0,5
52125,2018-10-14,1,19.0,6
52126,2018-10-15,1,48.0,0
52127,2018-10-16,1,51.0,1
52128,2018-10-17,1,63.0,2
52129,2018-10-18,1,54.0,3
52130,2018-10-19,1,23.0,4
52131,2018-10-20,1,19.0,5
52132,2018-10-21,1,8.0,6
52133,2018-10-22,1,32.0,0
52134,2018-10-23,1,27.0,1
52135,2018-10-24,1,35.0,2
52136,2018-10-25,1,32.0,3
52137,2018-10-26,1,31.0,4
52138,2018-10-27,1,23.0,5
52139,2018-10-28,1,9.0,6
52140,2018-10-29,1,32.0,0
52141,2018-10-30,1,44.0,1
52142,2018-10-31,1,135.0,2
52143,2018-11-01,1,0.0,3
52144,2018-11-02,1,0.0,4
52145,2018-11-03,1,55.0,5
52146,2018-11-04,1,71.0,6
52147,2018-11-05,1,68.0,0
52148,2018-11-06,1,79.0,1
52149,2018-11-07,1,87.0,2
52150,2018-11-08,1,40.0,3
52151,2018-11-09,1,13.0,4
52152,2018-11-10,1,7.0,5
52153,2018-11-11,1,12.0,6
52154,2018-11-12,1,59.0,0
52155,2018-11-13,1,38.0,1
52156,2018-11-14,1,46.0,2
52157,2018-11-15,1,22.0,3
52158,2018-11-16,1,28.0,4
52159,2018-11-17,1,32.0,5
52160,2018-11-18,1,3.0,6
52161,2018-11-19,1,39.0,0
52162,2018-11-20,1,36.0,1
52163,2018-11-21,1,28.0,2
52164,2018-11-22,1,33.0,3
52165,2018-11-23,1,27.0,4
52166,2018-11-24,1,19.0,5
52167,2018-11-25,1,0.0,6
52168,2018-11-26,1,24.0,0
52169,2018-11-27,1,13.0,1
52170,2018-11-28,1,24.0,2
52171,2018-11-29,1,24.0,3
52172,2018-11-30,1,30.0,4
52173,2018-12-01,1,1.0,5
52174,2018-12-02,1,0.0,6
52175,2018-12-03,1,22.0,0
52176,2018-12-04,1,12.0,1
52177,2018-12-05,1,24.0,2
52178,2018-12-06,1,26.0,3
52179,2018-12-07,1,19.0,4
52180,2018-12-08,1,25.0,5
52181,2018-12-09,1,4.0,6
52182,2018-12-10,1,23.0,0
52183,2018-12-11,1,22.0,1
52184,2018-12-12,1,24.0,2
52185,2018-12-13,1,11.0,3
52186,2018-12-14,1,30.0,4
52187,2018-12-15,1,21.0,5
52188,2018-12-16,1,1.0,6
52189,2018-12-17,1,23.0,0
52190,2018-12-18,1,20.0,1
52191,2018-12-19,1,31.0,2
52192,2018-12-20,1,16.0,3
52193,2018-12-21,1,18.0,4
52194,2018-12-22,1,19.0,5
52195,2018-12-23,1,2.0,6
52196,2018-12-24,1,18.0,0
52197,2018-12-25,1,20.0,1
52198,2018-12-26,1,18.0,2
52199,2018-12-27,1,12.0,3
52200,2018-12-28,1,20.0,4
52201,2018-12-29,1,19.0,5
52202,2018-12-30,1,0.0,6
52203,2018-12-31,1,34.0,0
52204,2019-01-01,1,1.0,1
52205,2019-01-02,1,11.0,2
52206,2019-01-03,1,21.0,3
52207,2019-01-04,1,14.0,4
52208,2019-01-05,1,9.0,5
52209,2019-01-06,1,0.0,6
52210,2019-01-07,1,11.0,0
52211,2019-01-08,1,21.0,1
52212,2019-01-09,1,16.0,2
52213,2019-01-10,1,19.0,3
52214,2019-01-11,1,20.0,4
52215,2019-01-12,1,15.0,5
52216,2019-01-13,1,1.0,6
52217,2019-01-14,1,4.0,0
52218,2019-01-15,1,23.0,1
52219,2019-01-16,1,19.0,2
52220,2019-01-17,1,28.0,3
52221,2019-01-18,1,7.0,4
52222,2019-01-19,1,7.0,5
52223,2019-01-20,1,2.0,6
52224,2019-01-21,1,16.0,0
52225,2019-01-22,1,22.0,1
52226,2019-01-23,1,13.0,2
52227,2019-01-24,1,26.0,3
52228,2019-01-25,1,15.0,4
52229,2019-01-26,1,14.0,5
52230,2019-01-27,1,1.0,6
52231,2019-01-28,1,12.0,0
52232,2019-01-29,1,18.0,1
52233,2019-01-30,1,18.0,2
52234,2019-01-31,1,34.0,3
52235,2019-02-01,1,0.0,4
52236,2019-02-02,1,20.0,5
52237,2019-02-03,1,0.0,6
52238,2019-02-04,1,13.0,0
52239,2019-02-05,1,22.0,1
52240,2019-02-06,1,11.0,2
52241,2019-02-07,1,18.0,3
52242,2019-02-08,1,33.0,4
52243,2019-02-09,1,0.0,5
52244,2019-02-10,1,7.0,6
52245,2019-02-11,1,15.0,0
52246,2019-02-12,1,21.0,1
52247,2019-02-13,1,15.0,2
52248,2019-02-14,1,22.0,3
52249,2019-02-15,1,20.0,4
52250,2019-02-16,1,8.0,5
52251,2019-02-17,1,1.0,6
52252,2019-02-18,1,20.0,0
52253,2019-02-19,1,20.0,1
52254,2019-02-20,1,14.0,2
52255,2019-02-21,1,21.0,3
52256,2019-02-22,1,16.0,4
52257,2019-02-23,1,13.0,5
52258,2019-02-24,1,1.0,6
52259,2019-02-25,1,19.0,0
52260,2019-02-26,1,17.0,1
52261,2019-02-27,1,20.0,2
52262,2019-02-28,1,31.0,3
52263,2019-03-01,1,7.0,4
52264,2019-03-02,1,6.0,5
52265,2019-03-03,1,2.0,6
52266,2019-03-04,1,30.0,0
52267,2019-03-05,1,22.0,1
52268,2019-03-06,1,17.0,2
52269,2019-03-07,1,25.0,3
52270,2019-03-08,1,21.0,4
52271,2019-03-09,1,11.0,5
52272,2019-03-10,1,0.0,6
52273,2019-03-11,1,37.0,0
52274,2019-03-12,1,19.0,1
52275,2019-03-13,1,25.0,2
52276,2019-03-14,1,24.0,3
52277,2019-03-15,1,16.0,4
52278,2019-03-16,1,14.0,5
52279,2019-03-17,1,3.0,6
52280,2019-03-18,1,36.0,0
52281,2019-03-19,1,23.0,1
52282,2019-03-20,1,29.0,2
52283,2019-03-21,1,2.0,3
52284,2019-03-22,1,24.0,4
52285,2019-03-23,1,19.0,5
52286,2019-03-24,1,6.0,6
52287,2019-03-25,1,29.0,0
52288,2019-03-26,1,22.0,1
52289,2019-03-27,1,27.0,2
52290,2019-03-28,1,19.0,3
52291,2019-03-29,1,14.0,4
52292,2019-03-30,1,14.0,5
52293,2019-03-31,1,15.0,6
52294,2019-04-01,1,2.0,0
52295,2019-04-02,1,26.0,1
52296,2019-04-03,1,20.0,2
52297,2019-04-04,1,17.0,3
52298,2019-04-05,1,18.0,4
52299,2019-04-06,1,26.0,5
52300,2019-04-07,1,5.0,6
52301,2019-04-08,1,11.0,0
52302,2019-04-09,1,19.0,1
52303,2019-04-10,1,20.0,2
52304,2019-04-11,1,17.0,3
52305,2019-04-12,1,14.0,4
52306,2019-04-13,1,21.0,5
52307,2019-04-14,1,4.0,6
52308,2019-04-15,1,15.0,0
52309,2019-04-16,1,16.0,1
52310,2019-04-17,1,29.0,2
52311,2019-04-18,1,26.0,3
52312,2019-04-19,1,24.0,4
52313,2019-04-20,1,16.0,5
52314,2019-04-21,1,0.0,6
52315,2019-04-22,1,31.0,0
52316,2019-04-23,1,9.0,1
52317,2019-04-24,1,11.0,2
52318,2019-04-25,1,22.0,3
52319,2019-04-26,1,25.0,4
52320,2019-04-27,1,14.0,5
52321,2019-04-28,1,4.0,6
52322,2019-04-29,1,15.0,0
52323,2019-04-30,1,13.0,1
52324,2019-05-01,1,17.0,2
52325,2019-05-02,1,16.0,3
52326,2019-05-03,1,20.0,4
52327,2019-05-04,1,8.0,5
52328,2019-05-05,1,3.0,6
52329,2019-05-06,1,22.0,0
52330,2019-05-07,1,30.0,1
52331,2019-05-08,1,12.0,2
52332,2019-05-09,1,16.0,3
52333,2019-05-10,1,9.0,4
52334,2019-05-11,1,11.0,5
52335,2019-05-12,1,3.0,6
52336,2019-05-13,1,34.0,0
52337,2019-05-14,1,18.0,1
52338,2019-05-15,1,28.0,2
52339,2019-05-16,1,19.0,3
52340,2019-05-17,1,23.0,4
52341,2019-05-18,1,19.0,5
52342,2019-05-19,1,1.0,6
52343,2019-05-20,1,26.0,0
52344,2019-05-21,1,19.0,1
52345,2019-05-22,1,14.0,2
52346,2019-05-23,1,15.0,3
52347,2019-05-24,1,18.0,4
52348,2019-05-25,1,15.0,5
52349,2019-05-26,1,5.0,6
52350,2019-05-27,1,26.0,0
52351,2019-05-28,1,15.0,1
52352,2019-05-29,1,16.0,2
52353,2019-05-30,1,21.0,3
52354,2019-05-31,1,17.0,4
52355,2019-06-01,1,10.0,5
52356,2019-06-02,1,0.0,6
52357,2019-06-03,1,10.0,0
52358,2019-06-04,1,15.0,1
52359,2019-06-05,1,21.0,2
52360,2019-06-06,1,17.0,3
52361,2019-06-07,1,25.0,4
52362,2019-06-08,1,14.0,5
52363,2019-06-09,1,4.0,6
52364,2019-06-10,1,21.0,0
52365,2019-06-11,1,16.0,1
52366,2019-06-12,1,19.0,2
52367,2019-06-13,1,20.0,3
52368,2019-06-14,1,16.0,4
52369,2019-06-15,1,12.0,5
52370,2019-06-16,1,1.0,6
52371,2019-06-17,1,17.0,0
52372,2019-06-18,1,21.0,1
52373,2019-06-19,1,15.0,2
52374,2019-06-20,1,26.0,3
52375,2019-06-21,1,13.0,4
52376,2019-06-22,1,18.0,5
52377,2019-06-23,1,2.0,6
52378,2019-06-24,1,15.0,0
52379,2019-06-25,1,18.0,1
52380,2019-06-26,1,20.0,2
52381,2019-06-27,1,14.0,3
52382,2019-06-28,1,18.0,4
52383,2019-06-29,1,16.0,5
52384,2019-06-30,1,1.0,6
52385,2019-07-01,1,14.0,0
52386,2019-07-02,1,16.0,1
52387,2019-07-03,1,10.0,2
52388,2019-07-04,1,20.0,3
52389,2019-07-05,1,0.0,4
52390,2017-04-01,1,0.0,5
52391,2017-04-03,1,0.0,0
52392,2017-04-04,1,0.0,1
52393,2017-04-05,1,0.0,2
52394,2017-04-07,1,0.0,4
52395,2017-04-12,1,0.0,2
